tale,num_chunks,total_chars,distilroberta_top_emotion,distilroberta_top_score,distilroberta_all_emotions,go_emotions_top_emotion,go_emotions_top_score,go_emotions_all_emotions,twitter_emotion_top_emotion,twitter_emotion_top_score,twitter_emotion_all_emotions
Anne Lisbeth,14,21488,fear,0.4793098808066653,"{'fear': 0.4793098808066653, 'disgust': 0.17985249026345887, 'sadness': 0.13977684461445147, 'joy': 0.07812954352786099, 'anger': 0.055238704197108746, 'neutral': 0.035695662322853296, 'surprise': 0.03199687778084938}",neutral,0.44215117182050434,"{'neutral': 0.44215117182050434, 'sadness': 0.15675820816042169, 'fear': 0.13621856273883687, 'joy': 0.07108730692250122, 'admiration': 0.05505562691749739, 'disappointment': 0.05498563270417175, 'approval': 0.045755146137837856, 'curiosity': 0.04544317427124562, 'realization': 0.044409550593367646, 'confusion': 0.03006467647251806, 'nervousness': 0.01610713290782379, 'optimism': 0.014304142545110412, 'caring': 0.014149146270938218, 'relief': 0.01222934784267896, 'annoyance': 0.01058847433887422, 'disapproval': 0.008398036680383874, 'excitement': 0.007511283029868666, 'love': 0.0072673701548150605, 'grief': 0.007090636628812977, 'surprise': 0.005791003183860864, 'desire': 0.00537422439083457, 'disgust': 0.004373900421861825, 'pride': 0.003422120701413535, 'anger': 0.0029767119974297073, 'remorse': 0.0026370814261359294, 'embarrassment': 0.002622982013105814, 'amusement': 0.0018265247636009008, 'gratitude': 0.0016635950970729546}",joy,0.409089282288083,"{'joy': 0.409089282288083, 'fear': 0.3893212899066774, 'optimism': 0.29590788590056555, 'sadness': 0.2847538472685431, 'anticipation': 0.1099577716418675, 'pessimism': 0.08843258668535522, 'disgust': 0.08090750470624439, 'love': 0.07399818317831627, 'trust': 0.06352950298293893, 'anger': 0.035215559149427075, 'surprise': 0.021042431139254143}"
At the uttermost parts of the sea,5,4497,neutral,0.38845553398132326,"{'neutral': 0.38845553398132326, 'fear': 0.23124986067414283, 'sadness': 0.12418569773435592, 'disgust': 0.09559922814369201, 'joy': 0.07284682337194681, 'anger': 0.05297331772744655, 'surprise': 0.03468955438584089}",neutral,0.6402670621871949,"{'neutral': 0.6402670621871949, 'caring': 0.22532906390260904, 'optimism': 0.08275193087756634, 'approval': 0.05579664334654808, 'joy': 0.028581100702285766, 'realization': 0.023118846490979193, 'admiration': 0.014211334381252527, 'love': 0.011179621855262667, 'desire': 0.011044250521808862, 'gratitude': 0.007462836697231978, 'sadness': 0.006934884423390031, 'relief': 0.0056416966486722234, 'disappointment': 0.005366472131572664, 'excitement': 0.004969029314815998, 'amusement': 0.004869608045555651, 'disapproval': 0.0041345180477947, 'annoyance': 0.0041179702617228035, 'pride': 0.0024909280240535737, 'fear': 0.0021342817693948747, 'remorse': 0.0019078456272836775, 'nervousness': 0.0016550268745049834, 'grief': 0.001574107212945819, 'confusion': 0.0014555835747160017, 'surprise': 0.0014326021540910006, 'anger': 0.001134815067052841, 'curiosity': 0.0011170382145792245, 'disgust': 0.0009916942799463868, 'embarrassment': 0.0006617062084842473}",joy,0.7512176692485809,"{'joy': 0.7512176692485809, 'optimism': 0.721575704216957, 'trust': 0.25114000476896764, 'love': 0.24679748816415667, 'anticipation': 0.19583041965961456, 'sadness': 0.06132367923855782, 'fear': 0.029276271164417268, 'surprise': 0.024340266734361647, 'pessimism': 0.016478160209953786, 'disgust': 0.005870258389040828, 'anger': 0.003233103989623487}"
Aunty,8,11572,disgust,0.2853950337157585,"{'disgust': 0.2853950337157585, 'neutral': 0.25217229779809713, 'sadness': 0.14394075877498835, 'fear': 0.1410940855566878, 'joy': 0.0999788905173773, 'surprise': 0.0518055415013805, 'anger': 0.02561336784856394}",neutral,0.5779515514150262,"{'neutral': 0.5779515514150262, 'admiration': 0.08613920115749352, 'sadness': 0.06031524653371889, 'approval': 0.057895694859325886, 'amusement': 0.05617666293983348, 'fear': 0.04352305139036616, 'realization': 0.03973698825575411, 'joy': 0.03920281225873623, 'disappointment': 0.02884092237218283, 'annoyance': 0.016449606337118894, 'disapproval': 0.012151583039667457, 'relief': 0.00899131603728165, 'nervousness': 0.005339862782420823, 'excitement': 0.004645824039471336, 'pride': 0.0044217348367965315, 'gratitude': 0.004368168854853138, 'optimism': 0.004209658276522532, 'grief': 0.0035270287880848628, 'caring': 0.0033365016715833917, 'embarrassment': 0.0032870944996830076, 'surprise': 0.002975116192828864, 'confusion': 0.0025752332294359803, 'disgust': 0.0024537169956602156, 'love': 0.0022860437456984073, 'curiosity': 0.0019568782226997428, 'anger': 0.0016618689769529738, 'desire': 0.001528386550489813, 'remorse': 0.0012609764889930375}",joy,0.49966052640229464,"{'joy': 0.49966052640229464, 'sadness': 0.2815534744877368, 'optimism': 0.16761113377287984, 'anticipation': 0.16249427292495966, 'fear': 0.13306866242783144, 'pessimism': 0.04905689461156726, 'love': 0.04825626086676493, 'disgust': 0.04727049055509269, 'surprise': 0.044431892689317465, 'trust': 0.01879849284887314, 'anger': 0.017378413569531403}"
Aunty Toothache,14,21330,fear,0.26514904408915235,"{'fear': 0.26514904408915235, 'sadness': 0.19961542995380505, 'anger': 0.19214495071875198, 'disgust': 0.14420106634497643, 'neutral': 0.12811745942703315, 'surprise': 0.05801756154479725, 'joy': 0.01275449653621763}",neutral,0.33673796696322306,"{'neutral': 0.33673796696322306, 'admiration': 0.15714068745728582, 'sadness': 0.10887221894725892, 'approval': 0.08374280761927366, 'curiosity': 0.0507542389469953, 'disappointment': 0.04541580222680101, 'fear': 0.04198573080689779, 'realization': 0.03420227516575584, 'confusion': 0.028498359689755098, 'annoyance': 0.02523161607262279, 'love': 0.023536132611168017, 'joy': 0.017951580745700215, 'nervousness': 0.016415921102244675, 'disapproval': 0.0137278022011742, 'excitement': 0.01235459910406332, 'optimism': 0.009561558752985937, 'surprise': 0.008138196276766914, 'caring': 0.008084454814836915, 'desire': 0.007773382173451994, 'amusement': 0.007272170122762743, 'anger': 0.006037227809429169, 'relief': 0.004669382665140022, 'grief': 0.004274173943226093, 'pride': 0.003714634309289977, 'disgust': 0.0029512977219253245, 'remorse': 0.0017606820536976947, 'embarrassment': 0.0016688177960791758, 'gratitude': 0.0010086263703539902}",joy,0.4764106764591166,"{'joy': 0.4764106764591166, 'sadness': 0.33836013271606397, 'anticipation': 0.1740277369639703, 'optimism': 0.17308366411764706, 'fear': 0.10814239816474062, 'disgust': 0.10436804669110902, 'pessimism': 0.08575797982380859, 'love': 0.07716383099822062, 'anger': 0.059602861176244915, 'surprise': 0.03811433419053044, 'trust': 0.01816127763595432}"
By the almshouse window,4,3647,joy,0.7353683486580849,"{'joy': 0.7353683486580849, 'disgust': 0.07756928191520274, 'sadness': 0.07575199252460152, 'neutral': 0.04648857575375587, 'anger': 0.03204729122808203, 'surprise': 0.02324756921734661, 'fear': 0.009526941634248942}",joy,0.4441219607833773,"{'joy': 0.4441219607833773, 'neutral': 0.18218404054641724, 'admiration': 0.08027973352000117, 'excitement': 0.05064074415713549, 'approval': 0.04880986362695694, 'disappointment': 0.04855879832757637, 'curiosity': 0.046194298076443374, 'sadness': 0.045525308611104265, 'relief': 0.013071505934931338, 'realization': 0.011610030778683722, 'caring': 0.011458163382485509, 'confusion': 0.011455821106210351, 'annoyance': 0.0073276288458146155, 'optimism': 0.007151536527089775, 'love': 0.006618462211918086, 'disapproval': 0.00623062823433429, 'amusement': 0.005503765307366848, 'nervousness': 0.004626976908184588, 'surprise': 0.004618367296643555, 'pride': 0.004052194475661963, 'gratitude': 0.0035292584798298776, 'grief': 0.002723445766605437, 'desire': 0.0025489138206467032, 'fear': 0.001802667509764433, 'anger': 0.0016373986145481467, 'remorse': 0.0012675393008976243, 'embarrassment': 0.0011741775961127132, 'disgust': 0.0006708226865157485}",joy,0.9466699510812759,"{'joy': 0.9466699510812759, 'optimism': 0.4958717152476311, 'anticipation': 0.1269689118489623, 'sadness': 0.12693243753165007, 'love': 0.07220218167640269, 'surprise': 0.052612668834626675, 'trust': 0.022820080863311887, 'pessimism': 0.020516800810582936, 'disgust': 0.013952448964118958, 'anger': 0.005324316618498415, 'fear': 0.005158333049621433}"
Chicken Grethe's family,16,26319,disgust,0.47235471091698855,"{'disgust': 0.47235471091698855, 'neutral': 0.25388407497666776, 'anger': 0.13587465390446596, 'fear': 0.05726710974704474, 'sadness': 0.04570214863633737, 'surprise': 0.023880975983047392, 'joy': 0.011036320596758742}",neutral,0.71647266484797,"{'neutral': 0.71647266484797, 'approval': 0.05877020844491199, 'realization': 0.04668149311328307, 'disappointment': 0.042467202816624194, 'admiration': 0.03256068610062357, 'sadness': 0.024410109719610773, 'curiosity': 0.01942332131875446, 'annoyance': 0.01764100011496339, 'amusement': 0.01755570033856202, 'confusion': 0.016392246405303013, 'disapproval': 0.013895630268962122, 'joy': 0.013082631838187808, 'optimism': 0.004562780450214632, 'relief': 0.0038836225430713966, 'embarrassment': 0.0036229260222171433, 'fear': 0.0033329455509374384, 'caring': 0.003000779903231887, 'surprise': 0.0028265917280805297, 'excitement': 0.0025343145862279925, 'nervousness': 0.002335485227376921, 'pride': 0.0022286127850748016, 'disgust': 0.0021430524284369312, 'anger': 0.0016720420935598668, 'desire': 0.001609499548067106, 'grief': 0.0014988218099460937, 'gratitude': 0.001352628190034011, 'remorse': 0.0009578241460985737, 'love': 0.0008015803159651114}",joy,0.3774820679682307,"{'joy': 0.3774820679682307, 'anticipation': 0.22910314262844622, 'sadness': 0.1290198527276516, 'disgust': 0.12090749526396394, 'optimism': 0.11688385263551027, 'anger': 0.10701373621122912, 'surprise': 0.042121208796743304, 'pessimism': 0.036746362020494416, 'fear': 0.03203427321568597, 'trust': 0.012869766673247796, 'love': 0.008760612101468723}"
Children's prattle,5,3998,joy,0.4064131134189665,"{'joy': 0.4064131134189665, 'anger': 0.2524294529110193, 'neutral': 0.16181494146585465, 'disgust': 0.15242622420191765, 'surprise': 0.012755389790982008, 'sadness': 0.009836770221590995, 'fear': 0.0043241064297035335}",admiration,0.61849325299263,"{'admiration': 0.61849325299263, 'neutral': 0.2208459794521332, 'approval': 0.1509922869503498, 'sadness': 0.11929978898260743, 'disappointment': 0.0555390982888639, 'realization': 0.02063287328928709, 'disapproval': 0.020404771901667118, 'annoyance': 0.018036399222910404, 'curiosity': 0.01659183348529041, 'pride': 0.0076108301058411595, 'confusion': 0.007583226193673909, 'optimism': 0.006741672568023205, 'joy': 0.004500955133698881, 'gratitude': 0.004270846140570939, 'caring': 0.0036317677702754738, 'grief': 0.003564666077727452, 'anger': 0.0032506062882021068, 'excitement': 0.0028229412622749806, 'love': 0.0025905415881425143, 'surprise': 0.002143298555165529, 'relief': 0.0021213303320109845, 'desire': 0.0019237610627897083, 'disgust': 0.0018817837350070476, 'nervousness': 0.0016995747835608199, 'remorse': 0.0013229589851107449, 'fear': 0.0012485330342315137, 'embarrassment': 0.0012435973971150816, 'amusement': 0.0010083922650665044}",joy,0.7289151430130005,"{'joy': 0.7289151430130005, 'optimism': 0.5890605172142387, 'love': 0.21776584568433463, 'disgust': 0.17751679252833127, 'anger': 0.16211331244558097, 'sadness': 0.13780601336620749, 'trust': 0.12606773609295488, 'anticipation': 0.09503952339291573, 'surprise': 0.02314642779529095, 'pessimism': 0.02291626101359725, 'fear': 0.00666890072170645}"
Clumsy Hans,6,7674,anger,0.31624307956856984,"{'anger': 0.31624307956856984, 'neutral': 0.24010913989817104, 'disgust': 0.19357065212291977, 'fear': 0.14360682759433985, 'surprise': 0.06602952101578315, 'joy': 0.026872229762375355, 'sadness': 0.013568565482273698}",neutral,0.5696384583910307,"{'neutral': 0.5696384583910307, 'approval': 0.11500958663721879, 'amusement': 0.08301911732026686, 'realization': 0.05927709288274249, 'admiration': 0.05558741084920863, 'disapproval': 0.04312621351952354, 'annoyance': 0.03501515369862318, 'joy': 0.034132971544750035, 'curiosity': 0.029009405872784555, 'disappointment': 0.01710591826122254, 'optimism': 0.016980235658896465, 'excitement': 0.012063854626224687, 'confusion': 0.006712552218232304, 'fear': 0.004927394329570234, 'anger': 0.004171454561098169, 'relief': 0.0034746587625704706, 'surprise': 0.0030853561960005513, 'sadness': 0.0027729825621160367, 'caring': 0.0026616074222450456, 'pride': 0.0022985534839487323, 'disgust': 0.0021416962263174355, 'love': 0.0019206020321386557, 'embarrassment': 0.0017671058206663777, 'desire': 0.0013462010926256578, 'nervousness': 0.0011698304588207975, 'gratitude': 0.0008183572257015234, 'remorse': 0.0007673345122990819, 'grief': 0.0005701545014744624}",joy,0.6071970493843158,"{'joy': 0.6071970493843158, 'optimism': 0.5724638191362222, 'anticipation': 0.41367954139908153, 'trust': 0.08435744962965448, 'disgust': 0.07484558488552769, 'surprise': 0.06255387359609206, 'anger': 0.04302515609500309, 'pessimism': 0.019854112605874736, 'fear': 0.01816470385529101, 'sadness': 0.01815703356017669, 'love': 0.01584862913781156}"
Everything in its proper place,11,17758,disgust,0.37271682503209874,"{'disgust': 0.37271682503209874, 'neutral': 0.3313738730820743, 'anger': 0.10503069154748862, 'joy': 0.08312007213350046, 'fear': 0.04643180018121546, 'surprise': 0.045914754779501396, 'sadness': 0.015411984852769157}",neutral,0.4330463003028523,"{'neutral': 0.4330463003028523, 'admiration': 0.18468993199481207, 'approval': 0.14567759836261923, 'amusement': 0.08164120730097321, 'joy': 0.06777215908831832, 'disapproval': 0.06127810399894687, 'love': 0.030618502329823306, 'realization': 0.030489232814447445, 'annoyance': 0.018929330970753323, 'disappointment': 0.014439022729427299, 'excitement': 0.013016348958692768, 'optimism': 0.01214661533859643, 'curiosity': 0.0101913436956238, 'confusion': 0.006984356515617533, 'relief': 0.005252557108178735, 'surprise': 0.00491943254283714, 'caring': 0.0035720844647254457, 'pride': 0.0035160020051989704, 'sadness': 0.002780561689922417, 'desire': 0.0024651042503220115, 'gratitude': 0.0018507817664861002, 'anger': 0.001669618451904336, 'disgust': 0.0013611954531039703, 'embarrassment': 0.0011262913374759426, 'fear': 0.0011142353707162495, 'nervousness': 0.0010139780246060002, 'grief': 0.0007382011244772002, 'remorse': 0.0005233142794829539}",joy,0.8009300712834705,"{'joy': 0.8009300712834705, 'optimism': 0.499821508472616, 'anticipation': 0.26894853196360846, 'trust': 0.06326897383074868, 'surprise': 0.062065506861968475, 'love': 0.038326306818899786, 'sadness': 0.034337567927485164, 'disgust': 0.023405646058646114, 'pessimism': 0.016455818348648874, 'anger': 0.01232659300281243, 'fear': 0.009815820365805517}"
Five peas from a pod,6,6262,anger,0.3465407205124696,"{'anger': 0.3465407205124696, 'disgust': 0.2646351810544729, 'joy': 0.17240390825706223, 'neutral': 0.1130398412545522, 'surprise': 0.048438671665887036, 'fear': 0.034295899948726095, 'sadness': 0.020645777539660532}",neutral,0.47863517453273136,"{'neutral': 0.47863517453273136, 'admiration': 0.15903785118522742, 'approval': 0.11768462260564168, 'gratitude': 0.06814089001757868, 'joy': 0.06321516039315611, 'optimism': 0.05980932107195258, 'caring': 0.03820399928372353, 'curiosity': 0.019519336783559993, 'sadness': 0.01900919949791084, 'realization': 0.016269180302818615, 'relief': 0.014460901380516589, 'disappointment': 0.011310672193455199, 'excitement': 0.011199341252601394, 'confusion': 0.008311753966457522, 'pride': 0.006796263866514589, 'desire': 0.006653687489839892, 'annoyance': 0.004743147951861222, 'disapproval': 0.003929463059951861, 'surprise': 0.0024464424156273403, 'amusement': 0.001981027569854632, 'nervousness': 0.0019749714022812745, 'love': 0.0017784096222991745, 'fear': 0.0016859420090137671, 'grief': 0.0014516753484106932, 'disgust': 0.001015545625705272, 'remorse': 0.0009475314946030267, 'anger': 0.0008645089546917006, 'embarrassment': 0.0007194887196722751}",joy,0.6211637904246649,"{'joy': 0.6211637904246649, 'optimism': 0.5825642980635166, 'anticipation': 0.17617635677258173, 'love': 0.14054616532909373, 'anger': 0.08820563061938931, 'disgust': 0.07274754748990138, 'trust': 0.05874376945818464, 'sadness': 0.03336706571280956, 'pessimism': 0.02252021625948449, 'surprise': 0.021480358981837828, 'fear': 0.016036757423232}"
Godfather's picture book,26,45650,neutral,0.21264104777947068,"{'neutral': 0.21264104777947068, 'disgust': 0.2097920135487444, 'sadness': 0.19547911591899508, 'anger': 0.1670662440189447, 'fear': 0.11790927132824436, 'joy': 0.0827852000724166, 'surprise': 0.014327122408968326}",neutral,0.48813198793392915,"{'neutral': 0.48813198793392915, 'admiration': 0.13304568423280635, 'approval': 0.09453364540464602, 'sadness': 0.07924155749228354, 'curiosity': 0.059457514733926825, 'joy': 0.043027830885526225, 'disappointment': 0.027104323380626738, 'optimism': 0.023606298983885117, 'caring': 0.023368809515467055, 'excitement': 0.021505230645953607, 'realization': 0.01602005577073074, 'gratitude': 0.01227276788043897, 'confusion': 0.011603620823454829, 'annoyance': 0.010730138944032101, 'relief': 0.010268570859737407, 'pride': 0.00917462445235847, 'disapproval': 0.006497685860197704, 'fear': 0.004871977715923164, 'surprise': 0.004224868559574064, 'desire': 0.004142623591738252, 'nervousness': 0.003458336111529766, 'grief': 0.0030675016420830684, 'love': 0.002613328986066895, 'anger': 0.002080578157731977, 'amusement': 0.0016746320627414836, 'disgust': 0.0013985570426134823, 'embarrassment': 0.001385396110261074, 'remorse': 0.0011829237409983762}",joy,0.5178994085424795,"{'joy': 0.5178994085424795, 'optimism': 0.4168055342653623, 'anticipation': 0.22603058471129492, 'sadness': 0.11655488782204114, 'disgust': 0.08116367040202022, 'anger': 0.07686991446042576, 'fear': 0.04215998567927342, 'trust': 0.04136327669346848, 'pessimism': 0.03459878549731981, 'love': 0.028984749989691548, 'surprise': 0.024996350698459607}"
Golden treasure,10,15138,anger,0.3412223811727017,"{'anger': 0.3412223811727017, 'joy': 0.2112687666900456, 'disgust': 0.16820075204595925, 'neutral': 0.12631931770592927, 'sadness': 0.07209184600505977, 'surprise': 0.058401188580319285, 'fear': 0.02249574669986032}",neutral,0.3414694882929325,"{'neutral': 0.3414694882929325, 'admiration': 0.2102434549946338, 'joy': 0.20735310595482587, 'approval': 0.0942026548087597, 'excitement': 0.07588894588407129, 'sadness': 0.04212065297178924, 'amusement': 0.035700313484994695, 'optimism': 0.02625378689263016, 'desire': 0.019956371863372624, 'realization': 0.019131031399592758, 'curiosity': 0.010797267968882807, 'disappointment': 0.009631173440720887, 'pride': 0.009411089983768762, 'relief': 0.008899602247402072, 'annoyance': 0.00777212877292186, 'caring': 0.006555895181372761, 'confusion': 0.006161243439419195, 'love': 0.005925788747845218, 'surprise': 0.005589129729196429, 'disapproval': 0.005082593101542443, 'gratitude': 0.0034782810515025632, 'nervousness': 0.002658881474053487, 'grief': 0.0024908929131925105, 'fear': 0.00207035691710189, 'anger': 0.0012928903975989669, 'disgust': 0.0009721178299514577, 'embarrassment': 0.0009309677872806788, 'remorse': 0.0007156063336879015}",joy,0.8177199840545655,"{'joy': 0.8177199840545655, 'optimism': 0.5479355446994305, 'anticipation': 0.1965681415051222, 'love': 0.16943432604894043, 'sadness': 0.13290266492404043, 'surprise': 0.05240052528679371, 'trust': 0.04543106406927109, 'pessimism': 0.020850080298259854, 'disgust': 0.011514493962749839, 'fear': 0.010557632939890028, 'anger': 0.006604638462886214}"
Grandmother,4,3939,neutral,0.26222388073801994,"{'neutral': 0.26222388073801994, 'disgust': 0.2608415735885501, 'fear': 0.21492936357390136, 'joy': 0.117588363122195, 'sadness': 0.11677268985658884, 'surprise': 0.02100641350261867, 'anger': 0.006637731159571558}",admiration,0.6334549635648727,"{'admiration': 0.6334549635648727, 'neutral': 0.1635697754099965, 'approval': 0.05235363496467471, 'sadness': 0.0371624075633008, 'realization': 0.024884478305466473, 'joy': 0.02399381808936596, 'excitement': 0.02173021761700511, 'curiosity': 0.01796913507860154, 'love': 0.014385935850441456, 'disappointment': 0.012944972375407815, 'pride': 0.011877567041665316, 'surprise': 0.011509983451105654, 'fear': 0.010827845690073445, 'relief': 0.005780285719083622, 'confusion': 0.005287627980578691, 'optimism': 0.0049679133226163685, 'caring': 0.004630561801604927, 'grief': 0.004480491916183382, 'gratitude': 0.003832930015050806, 'annoyance': 0.0036278359475545585, 'disapproval': 0.0035035222535952926, 'nervousness': 0.003269005785114132, 'desire': 0.0026138877728953958, 'amusement': 0.0017971110646612942, 'disgust': 0.0014171881339279935, 'embarrassment': 0.0012247812337591313, 'anger': 0.0009956113062798977, 'remorse': 0.0007308608037419617}",joy,0.9654371291399002,"{'joy': 0.9654371291399002, 'love': 0.5638084411621094, 'optimism': 0.5339424684643745, 'sadness': 0.3668049406260252, 'trust': 0.05856833606958389, 'anticipation': 0.043073078617453575, 'surprise': 0.028686121571809053, 'fear': 0.0238209412782453, 'pessimism': 0.02300036558881402, 'disgust': 0.0062674046494066715, 'anger': 0.0033136337297037244}"
Great-Grandfather,7,9584,neutral,0.32037963518606766,"{'neutral': 0.32037963518606766, 'disgust': 0.2354644448163786, 'fear': 0.20875190424599818, 'sadness': 0.17191172108453298, 'anger': 0.02656383772513696, 'surprise': 0.02007860630484564, 'joy': 0.016849830746650696}",neutral,0.377878657409123,"{'neutral': 0.377878657409123, 'admiration': 0.20011736758585488, 'approval': 0.12195360394460815, 'joy': 0.07881078899039753, 'amusement': 0.0752702020441315, 'sadness': 0.05302063956124974, 'realization': 0.04520942749721663, 'relief': 0.02416079324237736, 'caring': 0.021386213966512253, 'disappointment': 0.018744386599532196, 'pride': 0.013714116590563208, 'nervousness': 0.012962479119388652, 'annoyance': 0.012679687534858073, 'gratitude': 0.012297967910334202, 'excitement': 0.010708861418866686, 'optimism': 0.01025278979380216, 'fear': 0.009213955062607835, 'disapproval': 0.007382161882040756, 'grief': 0.0049331101306181934, 'love': 0.003689149394631386, 'desire': 0.0031643880980222355, 'surprise': 0.0025170017532738192, 'confusion': 0.0021575754175760914, 'anger': 0.0018251995872040944, 'embarrassment': 0.0017598336458572053, 'curiosity': 0.001631897341992174, 'remorse': 0.0015850776918731363, 'disgust': 0.0013687483234597103}",joy,0.6325764709285328,"{'joy': 0.6325764709285328, 'optimism': 0.4684140032955578, 'anticipation': 0.3091205507516861, 'fear': 0.12074694290224995, 'love': 0.10087769059464335, 'sadness': 0.05903848486819437, 'trust': 0.05490245031458991, 'surprise': 0.053798794214214594, 'disgust': 0.04068399257292705, 'anger': 0.024552654142358472, 'pessimism': 0.020992886241791502}"
Heartache,4,3744,neutral,0.3023554226383567,"{'neutral': 0.3023554226383567, 'sadness': 0.29579840833321214, 'joy': 0.2624673799145967, 'disgust': 0.08562713750870898, 'surprise': 0.03158931783400476, 'anger': 0.016885957098565996, 'fear': 0.005276373194647022}",neutral,0.3333593737334013,"{'neutral': 0.3333593737334013, 'approval': 0.23259743861854076, 'joy': 0.1907280107261613, 'admiration': 0.1899426793679595, 'sadness': 0.04810591391287744, 'realization': 0.027134787989780307, 'optimism': 0.024957119894679636, 'relief': 0.02126597665483132, 'disappointment': 0.018855432179407217, 'caring': 0.01302118253079243, 'disapproval': 0.00846678321249783, 'annoyance': 0.006745480524841696, 'pride': 0.006585747905774042, 'amusement': 0.005668645782861859, 'excitement': 0.0055889348877826706, 'gratitude': 0.005054123321315274, 'love': 0.004035217367345467, 'grief': 0.003610414671129547, 'desire': 0.0029976997175253928, 'confusion': 0.0017051395552698523, 'nervousness': 0.001489467602368677, 'curiosity': 0.0013564390610554256, 'disgust': 0.0012276910711079836, 'embarrassment': 0.001106850613723509, 'surprise': 0.0010649341129465029, 'fear': 0.0010226993399555795, 'remorse': 0.0009892594025586732, 'anger': 0.0008261126058641821}",joy,0.4415585887618363,"{'joy': 0.4415585887618363, 'optimism': 0.35974545031785965, 'sadness': 0.2626237338408828, 'anticipation': 0.15791834518313408, 'disgust': 0.14733299938961864, 'anger': 0.1112617565668188, 'trust': 0.0746426893165335, 'pessimism': 0.04069107864052057, 'love': 0.029465371801052243, 'surprise': 0.024530579801648855, 'fear': 0.005969239166006446}"
Holger Danske,8,9274,neutral,0.5912243891507387,"{'neutral': 0.5912243891507387, 'disgust': 0.2732150424271822, 'fear': 0.04126017543603666, 'joy': 0.03589684597682208, 'anger': 0.022470855270512402, 'sadness': 0.019538053777068853, 'surprise': 0.01639461229206063}",neutral,0.4833600800484419,"{'neutral': 0.4833600800484419, 'admiration': 0.19628908642334864, 'gratitude': 0.16018533481110353, 'approval': 0.12872988870367408, 'realization': 0.026499951723963022, 'disapproval': 0.026102193456608802, 'confusion': 0.018728009723417927, 'amusement': 0.014998629267211072, 'joy': 0.010138713725609705, 'optimism': 0.007519291713833809, 'annoyance': 0.005696333420928568, 'excitement': 0.005075669789221138, 'disappointment': 0.004425399311003275, 'pride': 0.003990085446275771, 'relief': 0.003387913850019686, 'caring': 0.0025458679592702538, 'surprise': 0.001938304973009508, 'love': 0.0016704128283890896, 'curiosity': 0.0015162347481236793, 'disgust': 0.0012500103621277958, 'desire': 0.001215673408296425, 'sadness': 0.0011279520549578592, 'embarrassment': 0.0008361938234884292, 'fear': 0.0008104186781565659, 'anger': 0.0006612565266550519, 'remorse': 0.0004896884256595513, 'grief': 0.0004786077879543882, 'nervousness': 0.0004247996948834043}",joy,0.8217657133936882,"{'joy': 0.8217657133936882, 'optimism': 0.35131893306970596, 'anticipation': 0.30543926917016506, 'love': 0.07250112434849143, 'surprise': 0.0698014385998249, 'trust': 0.04961024736985564, 'sadness': 0.01664715592050925, 'fear': 0.012789414322469383, 'disgust': 0.01182229066034779, 'anger': 0.009631441760575399, 'pessimism': 0.007442508533131331}"
Ib and little Christina,16,25469,fear,0.2683114477331401,"{'fear': 0.2683114477331401, 'neutral': 0.2262545326957479, 'joy': 0.15085354926850414, 'disgust': 0.13688419834943488, 'sadness': 0.1276639225980034, 'surprise': 0.06548751090303995, 'anger': 0.02454483440669719}",neutral,0.49348035268485546,"{'neutral': 0.49348035268485546, 'admiration': 0.12263085074664559, 'sadness': 0.09076470835134387, 'approval': 0.0882057499838993, 'caring': 0.05807619600818725, 'joy': 0.046696805948158726, 'fear': 0.03815180660603801, 'disappointment': 0.03218860598281026, 'realization': 0.02560698165325448, 'surprise': 0.0247606309276307, 'optimism': 0.0161543393478496, 'curiosity': 0.014178613560943631, 'relief': 0.007563953906355891, 'confusion': 0.007271875918377191, 'annoyance': 0.007180669912486337, 'nervousness': 0.00614615232370852, 'disapproval': 0.0061272145685506985, 'excitement': 0.00522462106164312, 'gratitude': 0.003979166845965665, 'grief': 0.003937211713491706, 'pride': 0.003661026677946211, 'love': 0.003412943784496747, 'desire': 0.0034084708604495972, 'disgust': 0.0016075482471933356, 'remorse': 0.0015705443620390724, 'amusement': 0.0015092674639163306, 'embarrassment': 0.0012746083202728187, 'anger': 0.0011485384075058391}",joy,0.6580765938851982,"{'joy': 0.6580765938851982, 'optimism': 0.4297601083526388, 'anticipation': 0.20717003988102078, 'sadness': 0.19084350956836715, 'love': 0.11353398096980527, 'fear': 0.07450971858634148, 'surprise': 0.059642049309331924, 'pessimism': 0.046712278795894235, 'trust': 0.03824887110386044, 'disgust': 0.020271731773391366, 'anger': 0.00560804977430962}"
